Sl.No,Company Name,Website,Twitter_url,Linkedin_url,Crunchbase_url,City,EMAIL
634,Flexia,flexiapilates.com,NaN,linkedin.com/company/flexiapilates,crunchbase.com/organization/flexia,Sacramento,hi.mindmate@gmail.com
635,Prefix,prefixinc.com,twitter.com/PreFixInc,linkedin.com/company/prefix-digital-marketing-agency,crunchbase.com/organization/prefix,Austin,info@prefix.com
636,StreetMetrics,streetmetrics.io,twitter.com/streetmetrics,linkedin.com/company/streetmetrics,crunchbase.com/organization/streammetrics,Birmingham,connect@streetmetrics.com
637,Mindmate,citruslabs.com,twitter.com/citrus_labs,linkedin.com/company/6420279?trk=vsrp_companies_res_name&trkInfo=VSRPsearchId%3A2592863651469568824264%2CVSRPtargetId%3A6420279%2CVSRPcmpt%3Aprimary,crunchbase.com/organization/citruslabs,Santa Monica,hi.mindmate@gmail.com
638,CaptureProof,captureproof.com,twitter.com/captureproof,linkedin.com/company/captureproof,crunchbase.com/organization/captureproof,San Francisco,pro_help@captureproof.com
639,Gimme Media,gimmeradio.com,twitter.com/gimmeradio,linkedin.com/company/gimmeradio,crunchbase.com/organization/gimme-radio-inc,San Francisco,info@gimmemedia.co.uk
640,Bippit,bippit.com,twitter.com/bippit_ltd,linkedin.com/company/bippit,crunchbase.com/organization/bippit,London,hello@bippit.com
641,Lumos Helmet,lumoshelmet.co,twitter.com/lumoshelmet,linkedin.com/company/lumos-helmet,crunchbase.com/organization/lumos-helmet#section-overview,Boston,support@lumoshelmet.co
642,Hifi Finance,hifi.finance,twitter.com/HifiFinance,linkedin.com/company/hififinance,crunchbase.com/organization/mainframe-2,San Francisco,hello@hifi.finance
643,Module,modulehousing.com,twitter.com/ModuleHousing,linkedin.com/company/yourmodule,crunchbase.com/organization/module,Pittsburgh,hello@modulehousing.com
644,Rainway,rainway.io,twitter.com/rainwayapp,linkedin.com/company/rainway-inc,crunchbase.com/organization/rainway,Seattle,support@rainway.com
645,Atlas Wearables,atlaswearables.com,twitter.com/AtlasWearables,linkedin.com/company/3305504,crunchbase.com/organization/atlas,Austin,support@atlaswearables.com
646,Modern,modernis.com,twitter.com/modernb2b,linkedin.com/company/modernwallet,crunchbase.com/organization/my-dealer-service,Denver,hello@modern.co
647,Tozuda,tozuda.com,twitter.com/tozudaLLC,linkedin.com/company/tozuda-llc,crunchbase.com/organization/tozuda-llc,Philadelphia,info@tozuda.com
648,eola,eola.co,twitter.com/eolaofficial,linkedin.com/company/eola,crunchbase.com/organization/eola,London,hello@eola.co
649,Speedwell & Yarrow,speedwellandyarrow.com,twitter.com/SpeedwellYarrow,linkedin.com/company/strongsuit,crunchbase.com/organization/speedwell-yarrow,Columbus,hello@speedwellandyarrow.com
650,INBOTIQA,inbotiqa.com,twitter.com/inbotiqa,linkedin.com/company/inbotiqa,crunchbase.com/organization/inbotiqa,London,hello@inbotiqa.com
651,Qeepsake,qeepsake.com,twitter.com/40nuggets,linkedin.com/company/qeepsake,crunchbase.com/organization/qeepsake,Waltham,support@qeepsake.com
652,Salient Energy,salientenergy.ca,twitter.com/SalientEnergy,linkedin.com/company/salient-energy,crunchbase.com/organization/salient-energy,Dartmouth,info@salientenergy.ca
653,Dispatch Goods,dispatchgoods.com,NaN,linkedin.com/company/dispatch-goods,crunchbase.com/organization/dispatch-9fc8,San Francisco,hello@dispatchgoods.com
654,hobbyDB,hobbydb.com,twitter.com/hobbyDB,linkedin.com/company/hobbydb,crunchbase.com/organization/hobbydb,Superior,support@hobbydb.com
655,Pillar Technologies,pillar.tech,twitter.com/pillartechinc,linkedin.com/company/pillar-technologies-inc,crunchbase.com/organization/pillar-technologies,New York,info@pillar.tech
656,Alena,my-aya.co,twitter.com/meet_alena,linkedin.com/company/aya-technologies,crunchbase.com/organization/alena,London,hello@alena.co
657,Kapsul,kapsulair.com,twitter.com/kapsulair,linkedin.com/company/kapsul-,crunchbase.com/organization/kapsul,Philadelphia,support@kapsulair.com
658,Tone,savemysales.co,twitter.com/tonemessaging,linkedin.com/company/savemysales,crunchbase.com/organization/savemysales,Cambridge,hello@tonelabs.com
659,Greendeck,greendeck.co,twitter.com/greendeckco,linkedin.com/company/13267028,crunchbase.com/organization/greendeck,London,hello@greendeck.co
660,ALTVIA,altvia.com,twitter.com/altvia,linkedin.com/company/application-experts-llc,crunchbase.com/organization/altvia,Broomfield,info@altvia.com
661,Decorte Future Industries,decortefutureindustries.com,twitter.com/DecorteFuture,linkedin.com/company/decorte-future-industries,crunchbase.com/organization/decorte-future-industries,Cambridge,founder@decortefutureindustries.com
662,Fincura,fincura.com,twitter.com/FincuraTech,linkedin.com/company/fincura,crunchbase.com/organization/fincura,Boston,info@fincura.com
663,Base Operations,baseoperations.co,twitter.com/BaseReport,linkedin.com/company/base-operations,crunchbase.com/organization/base-operations,Washington,info@baseoperations.com
664,Mathpix,mathpix.com,twitter.com/mathpixapp,linkedin.com/company/mathpix,crunchbase.com/organization/mathpix,Santa Monica,support@mathpix.com
665,Butterfly Labs,butterflylabs.co,twitter.com/butterflylabsdx,linkedin.com/company/butterflylabs,crunchbase.com/organization/butterfly-labs-ee2c,Los Angeles,zoyamccoy@demotix.com
666,coUrbanize,courbanize.com,twitter.com/courbanize,linkedin.com/company/courbanize,crunchbase.com/organization/courbanize,Boston,info@courbanize.com
667,Codeship,codeship.com,twitter.com/codeship,linkedin.com/company/codeship,crunchbase.com/organization/codeship,Brookline Village,codeshiptechnologies@gmail.com
668,Analytical Flavor Systems,gastrograph.com,twitter.com/Gastrograph,linkedin.com/company/gastrograph,crunchbase.com/organization/gastrograph,New York City,info@gastrograph.com
669,Mine'd,doyoumined.com,twitter.com/@www.instagram.com/doyoumined/,linkedin.com/company/mine-d,crunchbase.com/organization/mine-d,New York,doyoumined@gmail.com
670,OneScreen AI,onescreen.ai,twitter.com/onescreenai,linkedin.com/company/onescreen-ai,crunchbase.com/organization/onescreen-ai,Boston,info@onescreen.ai
671,Spoon University,spoonuniversity.com,twitter.com/SpoonUniversity,linkedin.com/company/spoon-magazine,crunchbase.com/organization/spoon-university,New York,hello@spoonuniversity.com
672,Plannly,plann.ly,twitter.com/plannly,linkedin.com/company/plannly,crunchbase.com/organization/plannly,San Francisco,hello@plannly.com
673,Spora Health,sporahealth.com,twitter.com/SporaHealth,linkedin.com/company/spora-health,crunchbase.com/organization/spora-health,San Francisco,hello@sporahealth.com
674,Options MD,optionsmd.com,twitter.com/md_options,linkedin.com/company/optionsmd,crunchbase.com/organization/options-md,Los Angeles,info@optionsmd.com
675,WePlayed,weplayed.com,twitter.com/weplayed,linkedin.com/company/weplayedsports,crunchbase.com/organization/weplayed,Boston,info@weplayed.com
676,Iomob,iomob.net,twitter.com/iomob_net,linkedin.com/company/iomob-tech,crunchbase.com/organization/iomob#section-twitter,Tallinn,info@iomob.net
677,NeuralSpace,neuralspace.ai,twitter.com/NeuralSpace,linkedin.com/company/neuralspace,crunchbase.com/organization/neural-space,London,info@neuralspace.ai
678,Muse Finance,getmymuse.com,twitter.com/musefinance,linkedin.com/company/musefinance,crunchbase.com/organization/muse-0331,London,hello@muse.finance
679,Volta,volta-xr.com,twitter.com/experiencevolta,linkedin.com/company/volta-capital,crunchbase.com/organization/volta-e157,London,info@voltacharging.com
680,Otrafy,otrafy.com,twitter.com/Otrafy,linkedin.com/company/otrafytech,crunchbase.com/organization/otrafy,St Paul,info@otrafy.com
681,TVbeat,tvbeat.com,twitter.com/tvbeatfeed,linkedin.com/company/tvbeat,crunchbase.com/organization/iptvbeat,London,info@tvbeat.com
682,EveryMove,everymove.org,twitter.com/everymove,linkedin.com/company/2861422,crunchbase.com/organization/everymove,Seattle,info@everymove.com
683,The Sun Exchange,thesunexchange.com,twitter.com/thesunexchange,linkedin.com/company/the-sun-exchange,crunchbase.com/organization/the-sun-exchange-2,Cape Town,info@thesunexchange.com
684,SPLT,splt.io,twitter.com/splt,linkedin.com/company/9344679,crunchbase.com/organization/splitting-fares--splt-,Detroit,info@splt.io
685,ProcessOut,processout.com,twitter.com/processout,linkedin.com/company/processout,crunchbase.com/organization/processout,New York,hello@processout.com
686,Let's Enhance,letsenhance.io,twitter.com/letsenhance_io,linkedin.com/company/18297525,crunchbase.com/organization/let-s-enhance#section-overview,Kyiv,hello@letsenhance.io
687,Hacware,hacware.com,twitter.com/Hacware1,linkedin.com/company/hacware,crunchbase.com/organization/hacware-inc,Dallas,info@hacware.com
688,Senso.ai,senso.ai,twitter.com/gosenso,linkedin.com/company/senso.ai,crunchbase.com/organization/senso-2,Toronto,info@senso.ai
689,Cast Corporation,cast.app,twitter.com/1295476419212918784,linkedin.com/company/cast-dot-app,crunchbase.com/organization/cast-7810,San Carlos,info@castcorporation.com
690,Sensefinity,sensefinity.com,twitter.com/sensefinity,linkedin.com/company/sensefinity,crunchbase.com/organization/sensefinity#/entity,Lisbon,info@sensefinity.com
691,HelioRec,heliorec.com,twitter.com/Helio_Rec,linkedin.com/company/heliorec,crunchbase.com/organization/heliorec,Nantes,info@heliorec.com
692,YearOne,joinyearone.io,twitter.com/YearOnecareers,linkedin.com/company/yearonecareers,crunchbase.com/organization/yearone,Portland,hello@yearone.io
693,Novel Effect,noveleffect.com,twitter.com/Novel_Effect,linkedin.com/company/novel-effect-inc-,crunchbase.com/organization/novel-effect-inc#/entity,Seattle,hello@noveleffect.com
694,Partsimony,partsimony.com,twitter.com/partsimony,linkedin.com/company/partsimony,crunchbase.com/organization/partsimony,Brooklyn,hello@partsimony.com
695,NICKL,nicklpass.com,twitter.com/nicklco,linkedin.com/company/nicklco,crunchbase.com/organization/nic-kl#section-overview,Brooklyn,hello@nickl.io
696,A Retail Space,aretailspace.com,twitter.com/aretailspace,linkedin.com/company/a-retail-space,crunchbase.com/organization/aretailspace,New York,hello@aretailspace.com
697,kelaHealth,kelahealth.com,twitter.com/kelahealth,linkedin.com/company/kelahealth,crunchbase.com/organization/k%C4%93lahealth#section-overview,San Francisco,info@kelahealth.com
698,Stabilitas,stabilitas.io,twitter.com/OnSolve,linkedin.com/company/6412965,crunchbase.com/organization/stabilitas,Seattle,info@stabilitas.ai
699,LOU Web Technologies,louassist.com,twitter.com/LOUassistant,linkedin.com/company/louassist,crunchbase.com/organization/lou,New York,hello@louassist.com
700,Augur,augur.io,twitter.com/Augur,linkedin.com/company/augur-net,crunchbase.com/organization/augur,Boulder,team@forecastfoundation.org
701,Booqed,booqed.com,twitter.com/getbooqed,linkedin.com/company/booqed,crunchbase.com/organization/booqed-ltd,Hong Kong,connect@onwarddelivery.com
702,Suggestic,suggestic.com,twitter.com/suggestic,linkedin.com/company/suggestic,crunchbase.com/organization/suggestic,Palo Alto,hello@suggestic.com
703,Hubly,myhubly.com,twitter.com/hublyinc,linkedin.com/company/hublyinc,crunchbase.com/organization/hubly,Vancouver,hello@myhubly.com
704,Paid,paid.co.uk,twitter.com/paidcouk,linkedin.com/company/paid-ltd,crunchbase.com/organization/paid-ltd,Darlington,hello@paid.co.uk
705,FindMeCure,findmecure.com,twitter.com/FindMeCure,linkedin.com/company/10626393,crunchbase.com/organization/findmecure,Berkhamsted,info@findmecure.com
706,Vanora AS,vesseladmin.com,NaN,linkedin.com/company/vesseladmin-as,crunchbase.com/organization/vesseladmin,Oslo,info@vanora.no
707,Rainwalk Technology,rainwalk.io,NaN,linkedin.com/company/rainwalk,crunchbase.com/organization/rainwalk-technology,Columbia,info@rainwalk.io
708,Miuros,miuros.com,twitter.com/miuros_software,linkedin.com/company/miuros,crunchbase.com/organization/miuros,Lyon,hello@miuros.com
709,Babbly,babbly.co,twitter.com/Get_Babbly,linkedin.com/company/villagetechnologies,crunchbase.com/organization/babbly,Toronto,help@babbly.co
710,ThriveHive,thrivehive.com,twitter.com/thrivehive,linkedin.com/company/thrivehive,crunchbase.com/organization/thrivehive,Boston,support@thrivehive.com
711,Mesodyne,mesodyne.com,NaN,linkedin.com/company/mesodyne,crunchbase.com/organization/mesodyne,Somerville,info@mesodyne.com
712,DataSine,datasine.com,twitter.com/DataSine,linkedin.com/company/datasine,crunchbase.com/organization/datasine,London,hello@datasine.com
713,Dimeq,dimeq.no,NaN,linkedin.com/company/dimeq,crunchbase.com/organization/dimeq,KalvÃ¥g,info@dimeq.no
714,Resultid,resultid.com,twitter.com/resultid,linkedin.com/company/resultid,crunchbase.com/organization/resultid,Durham,info@resultid.com
715,StoreCash,storecashapp.com,twitter.com/StoreCash_,linkedin.com/company/storecash,crunchbase.com/organization/storecash,San Jose,support@storecash.com
716,CarServ,carserv.com,twitter.com/carserv_io,linkedin.com/company/carserv,crunchbase.com/organization/carserv,Austin,support@carserv.com
717,Mentor Spaces,mentorspaces.com,twitter.com/mentorspaces,linkedin.com/company/mentorspaces,crunchbase.com/organization/better-weekdays,Denver,hello@mentorspaces.com
718,Mesur.io,mesur.io,twitter.com/mesur_io,linkedin.com/company/10775712,crunchbase.com/organization/mesur-io,Chapel Hill,info@mesur.io
719,Renoster Systems,renostersystems.co,twitter.com/systemsrenoster,linkedin.com/company/53448926,crunchbase.com/organization/renoster-systems,Austin,info@renoster.com
720,Skopenow,skopenow.com,twitter.com/Skopenow,linkedin.com/company/skopenow,crunchbase.com/organization/skopenow,New York,info@skopenow.com
721,Databox,databox.com,twitter.com/databoxHQ,linkedin.com/company/databoxsa,crunchbase.com/organization/databox,Boston,help@databox.com
722,Cheres,mycheres.com,twitter.com/mycheres,linkedin.com/company/cheres,crunchbase.com/organization/cheres,New York,info@cheres.com
723,FeezBack,feezback.com,NaN,linkedin.com/company/feezback,crunchbase.com/organization/feezback,Tel Aviv,hello@feezback.com
724,Livsn Designs,livsndesigns.com,twitter.com/livsndesigns,linkedin.com/company/livsn-designs,crunchbase.com/organization/livsn,Fayetteville,hello@livsndesigns.com
725,Velocia,velocia.io,twitter.com/VelociaNetwork,linkedin.com/company/velocia,crunchbase.com/organization/velocia,Toronto,hello@velocia.io
726,Curated for You,dearduck.com,twitter.com/dearduck_,linkedin.com/company/10866244,crunchbase.com/organization/dearduck,San Antonio,hello@curatedforyou.com
727,YOURIKA,yourika.ai,NaN,linkedin.com/company/15189982,crunchbase.com/organization/yourika,Waterloo,hello@yourika.ai
728,SIEMonster,siemonster.com,twitter.com/_SIEMonster,linkedin.com/company/siemonster,crunchbase.com/organization/siemonster,New York,info@siemonster.com
729,Makeswift,makeswift.com,twitter.com/MakeswiftHQ,linkedin.com/company/landinglion,crunchbase.com/organization/landing-lion,Atlanta,hello@makeswift.com
730,Rephrase.ai,rephrase.ai,twitter.com/rephrase_ai,linkedin.com/company/rephrase-ai,crunchbase.com/organization/rephrase#section-overview,Mumbai,business@rephrase.ai
731,BYBE,bybe.com,twitter.com/BYBEapp,linkedin.com/company/bybe-app,crunchbase.com/organization/bybe-inc,Columbus,support@bybe.io
732,Storetasker,storetasker.com,twitter.com/Lorem_tech,linkedin.com/company/storetasker,crunchbase.com/organization/lorem-technologies,New York,support@storetasker.com
733,Lingco Language Labs,lingco.io,twitter.com/lingcolabs,linkedin.com/company/lingco-language-labs,crunchbase.com/organization/lingco-language-labs,Lansing,hello@lingco.io
734,SnowShoe Stamp,snowshoestamp.com,twitter.com/snowshoestamp,linkedin.com/in/clausmoberg,crunchbase.com/organization/crunchbase_SnowShoe Stamp,San Francisco,support@snowshoe.io
735,Season Share,seasonshare.com,twitter.com/seasonshareapp,linkedin.com/company/season-share,crunchbase.com/organization/season-share-2,Bozeman,support@seasonshare.co
736,tagSpace,tagspace.com,twitter.com/tagSpaceCo,linkedin.com/in/paulsimonmartin,crunchbase.com/organization/tagspace,Byron Bay,hello@tagspace.com
737,WOO Sports,woosports.com,twitter.com/woosports,linkedin.com/company/woosports,crunchbase.com/organization/woo,Boston,support@woosports.com
738,Valyuu,valyuu.com,twitter.com/HelloValyuu,linkedin.com/company/valyuu,crunchbase.com/organization/valyuu-com,Gorinchem,hello@valyuu.com
739,taptrip.co,taptrip.co,twitter.com/taptrip,linkedin.com/company/taptrip,crunchbase.com/organization/taptrip,London,thomas@taptrip.com
740,Gamesight,innervate.us,twitter.com/innervateinc,linkedin.com/company/gamesight,crunchbase.com/organization/innervate,Seattle,hello@gamesight.io
741,Ambee,getambee.com,twitter.com/get_ambee,linkedin.com/company/getambee,crunchbase.com/organization/ambee-e9c7,Bangalore,contact@getambee.com
742,Orderly Health,orderlyhealth.com,twitter.com/orderlyhealth,linkedin.com/company/orderlyhealth,crunchbase.com/organization/orderly-health#/entity,Denver,hello@orderlyhealth.com
743,Clusiv,clusiv.io,twitter.com/ClusivInc,linkedin.com/company/clusiv,crunchbase.com/organization/clusiv,Pflugerville,hello@clusiv.io
744,Blue Studios,bluestudios.io,twitter.com/bluestudiosusa,linkedin.com/company/blue-studios-io,crunchbase.com/organization/blue-studios,New York,hello@bluestudios.io
745,EQL Finance,eqlfinance.com,twitter.com/EqlFinance,linkedin.com/company/eql-finance,crunchbase.com/organization/equal-finance-inc,Newark,hello@eql.co.uk
746,Viva Equity Fund,viva.fund,twitter.com/VivaEquity,linkedin.com/company/vivaequity,crunchbase.com/organization/viva-fd61,Edinburg,info@vivaequityfund.com
747,MaxRewards,maxrewards.com,twitter.com/MaxRewards,linkedin.com/company/maxrewards,crunchbase.com/organization/maxrewards,Atlanta,hello@maxrewards.co
748,Tatio,skillsetech.com,twitter.com/Maya_HuberHR,linkedin.com/company/tatiohr,crunchbase.com/organization/TaTiO,Tel Aviv,hello@tatio.app
749,Hormona,hormona.io,twitter.com/Hormona7,linkedin.com/company/hormona,crunchbase.com/organization/hormona,Weybridge,hello@hormona.io
750,Blutag,blu.ai,NaN,linkedin.com/company/blutag,crunchbase.com/organization/zumila,New York,hello@blutag.com
751,Relatable.io,relatable.io,twitter.com/askrelatable,linkedin.com/company/relatablehealthcare,crunchbase.com/organization/relatable-health,Nashville,hello@relatable.io
752,Havoc Shield,havocshield.com,twitter.com/havocshield,linkedin.com/company/havoc-shield,crunchbase.com/organization/havoc-shield,Chicago,hello@havocshield.com
753,Cabinet,joincabinet.com,twitter.com/joinCabinet,linkedin.com/company/joincabinet,crunchbase.com/organization/cabinet-inc,New York,hello@trycabinet.com
754,OpenSauced,opensauced.pizza,twitter.com/saucedopen,linkedin.com/company/open-sauced,crunchbase.com/organization/open-sauced,Oakland,hello@opensauced.pizza
755,Avenews,avenews-gt.com,twitter.com/Avenews_gt,linkedin.com/company/10961166,crunchbase.com/organization/avenews-gt,Tel Aviv-Yafo,hello@avenews-gt.com
756,SocialSign.in,socialsign.in,twitter.com/SocialSignIn,linkedin.com/company/socialsign-in,crunchbase.com/organization/socialsignin,New York,hello@socialsign.in
757,Statera,hellostatera.com,NaN,linkedin.com/company/statera-health,crunchbase.com/organization/statera-d476,Brookline,hello@statera.io
758,omniX labs,omnixlabs.com,twitter.com/omniX_labs,linkedin.com/company/omnixlabs,crunchbase.com/organization/omnix-labs,New York,hello@omnixlabs.com
759,Pulse Labs,pulselabs.ai,twitter.com/PulseLabsAI,linkedin.com/company/pulselabsai,crunchbase.com/organization/pulse-labs-b728,Seattle,hello@pulselabs.ai
760,Market IQ,themarketiq.com,twitter.com/themarketiq,linkedin.com/company/market-iq-inc,crunchbase.com/organization/market-iq,New York City,hello@marketiq.ai
761,Loris,getloris.com,twitter.com/MFluxLighting,linkedin.com/company/loris-ai,crunchbase.com/organization/mflux-lighting,Columbus,hello@loris.ai
762,Pitch Aeronautics,pitchaero.com,twitter.com/pitchaero,linkedin.com/company/pitch-aeronautics,crunchbase.com/organization/pitch-aeronautics,Boise,hello@pitchaero.com
763,Aquifer Motion,aquifermotion.com,twitter.com/aquifermotion,linkedin.com/company/aquifer-motion,crunchbase.com/organization/aquifer-motion,Austin,hello@aquifermotion.com
764,Go To-U,go-tou.com,twitter.com/GoToUgreen,linkedin.com/company/to-u,crunchbase.com/organization/go-to-u,Lviv,hello@go-tou.com
765,Curu,curucredit.com,twitter.com/CuruCredit,linkedin.com/company/curu,crunchbase.com/organization/curu,Charlotte,hello@curucredit.com
766,Intelligems,intelligems.io,twitter.com/intelligems,linkedin.com/company/5168477,crunchbase.com/organization/intelligems,Denver,hello@intelligems.eu
767,docTrackr,doctrackr.com,NaN,linkedin.com/company/1802229,crunchbase.com/organization/doctrackr,Cambridge,hello@doctrackr.com
768,WizzPass,wizzpass.com,twitter.com/wizzpass,linkedin.com/company/wizzpass,crunchbase.com/organization/wizzpass,Johannesburg,hello@wizzpass.com
769,VendorHawk,vendorhawk.co,twitter.com/vendorhawk,linkedin.com/company/17904273,crunchbase.com/organization/vendorhawk-inc,Seattle,hello@vendorhawk.io
770,Shurpa_health,shurpa.com,twitter.com/ShurpaDelivery,linkedin.com/company/shurpa,crunchbase.com/organization/shurpa,Chicago,hello@shurpahealth.com
771,Green Canopy NODE,greencanopynode.com,twitter.com/nodeeco,linkedin.com/company/node-recruiting,crunchbase.com/organization/node-d51b,Seattle,hello@greencanopy.com
772,Good & Co.,good.co,twitter.com/ingoodco,linkedin.com/company/good.co,crunchbase.com/organization/good-co,San Francisco,hello@good.co
773,CodeMentor,codementor.io,twitter.com/codementorIO,linkedin.com/company/10036603,crunchbase.com/organization/codementor,Sunnyvale,hello@codementor.io
774,Haekka,haekka.com,twitter.com/haekkatraining,linkedin.com/company/dayzeroapp,crunchbase.com/organization/haekka,Oak Creek,hello@haekka.com
775,Keys,charmed.app,NaN,linkedin.com/company/thekeysapp,crunchbase.com/organization/charmed,Missoula,hello@keys.so
776,AfterShoot,aftershoot.co,twitter.com/aftershootco,linkedin.com/company/aftershootco,crunchbase.com/organization/aftershoot,New Delhi,hello@aftershoot.co
777,SATIM,satim.pl,twitter.com/SatimMonitoring,linkedin.com/company/satimco,crunchbase.com/organization/satim,KrakÃ³w,hello@satim.pl
778,Three Wheels United,threewheelsunited.com,twitter.com/TWUIndia,linkedin.com/company/three-wheels-united,crunchbase.com/organization/three-wheels-united,Bangalore,hello@threewheelsunited.com
779,Garmentory,garmentory.com,twitter.com/garmentory,linkedin.com/company/garmentory,crunchbase.com/organization/garmentory,Bellevue,hello@garmentory.com
780,Haven Connect,havenconnect.com,twitter.com/havenconnect,linkedin.com/company/haven-connect,crunchbase.com/organization/haven-connect,Berkeley,hello@havenconnect.com
781,YData,ydata.ai,twitter.com/YData_ai,linkedin.com/company/ydataai,crunchbase.com/organization/ydata,Lisbon,hello@ydata.ai
782,EmbodyMe,company.embodyme.com,NaN,linkedin.com/company/embodyme-inc,crunchbase.com/organization/embodyme,Tokyo,hello@embodyme.com
783,KITRO,kitro.ch,twitter.com/KITRO_FoodWaste,linkedin.com/company/kitro,crunchbase.com/organization/kitro,Renens,hello@kitro.ch
784,Copycat,copycat.dev,twitter.com/oraiapp,linkedin.com/company/copycat-dev,crunchbase.com/organization/orai,Philadelphia,hello@copycat.ai
785,Right  Hear,right-hear.com,twitter.com/righthearapp,linkedin.com/company/10690086,crunchbase.com/organization/righthear,Ra'anana,hello@right-hear.com
786,Giftbit,giftbit.com,twitter.com/giftbit,linkedin.com/company/giftbit,crunchbase.com/organization/giftbit#section-overview,Victoria,hello@giftbit.com
787,graphenest.com,graphenest.com,twitter.com/graphenest,linkedin.com/company/graphenest---advanced-nanotechnology,crunchbase.com/organization/graphenium---advanced-nanotechnology,Sever do Vouga,hello@graphenest.com
788,DwellSocial,dwellsocial.com,twitter.com/DwellSocial,linkedin.com/company/dwellsocial,crunchbase.com/organization/dwellsocial,Northbrook,hello@dwellsocial.com
789,WeStock,westock.io,twitter.com/westockapp,linkedin.com/company/westockapp,crunchbase.com/organization/westock,Fort Lee,hello@westock.io
790,EDGE Sound Research,edgesoundresearch.com,twitter.com/official_esr_,linkedin.com/company/edge-sound-research,crunchbase.com/organization/edge-sound-research,Riverside,hello@edgesoundresearch.com
791,Placemeter,placemeter.com,twitter.com/placemeter,linkedin.com/company/placemeter,crunchbase.com/organization/placemeter,New York,hello@placemeter.com
792,Cooklist,cooklist.co,twitter.com/Cooklist_co,linkedin.com/company/cooklist,crunchbase.com/organization/cooklist,Dallas,hello@cooklist.co
793,Stack Moxie,stackmoxie.com,twitter.com/StackMoxie,linkedin.com/company/stackmoxie,crunchbase.com/organization/stackmoxie,Kirkland,hello@stackmoxie.com
794,Dobby,halosinsurance.com,twitter.com/HalosInsurance,linkedin.com/in/satadrusg,crunchbase.com/organization/crunchbase_Dobby,Washington,hello@dobby.co
795,Metrobi,metrobi.com,twitter.com/MetrobiOfficial,linkedin.com/company/metrobi,crunchbase.com/organization/metrobi,Boston,hello@metrobi.com
796,IronCore Labs,ironcorelabs.com,twitter.com/ironcorelabs,linkedin.com/company/ironcore-labs,crunchbase.com/organization/ironcore-labs#/entity,Boulder,hello@ironcorelabs.com
797,Cheerfy,cheerfy.com,twitter.com/cheerfy,linkedin.com/company/cheerfy,crunchbase.com/organization/cheerz#/entity,London,hello@cheerfy.com
798,AceUp,ace-up.com,twitter.com/AceUpOfficial,linkedin.com/company/aceup,crunchbase.com/organization/aceup,Boston,hello@aceup.com
799,ObjectBox,objectbox.io,twitter.com/objectbox_io,linkedin.com/company/objectbox,crunchbase.com/organization/objectbox,Munich,NaN
800,Pandium,pandium.com,twitter.com/pandiuminc,linkedin.com/company/27232417,crunchbase.com/organization/pandium#section-overview,New York,hello@pandium.com
801,Improovy,improovy.com,twitter.com/improovy,linkedin.com/company/improovy,crunchbase.com/organization/improovy,Chicago,info@improovy.com
802,Peer Robotics,peerrobotics.ai,twitter.com/roboticspeer,linkedin.com/company/peer-robotics,crunchbase.com/organization/peer-robotics,New Haven,info@peerrobotics.com
803,BIZZON,agentcash.com,twitter.com/_agentcash,linkedin.com/company/bizzon-ltd,crunchbase.com/organization/agent-cash-ltd,London,info@bizzon.com
804,Kidas,getkidas.com,twitter.com/kidasnet,linkedin.com/company/kidas,crunchbase.com/organization/kidas,Philadelphia,info@kidas.net
805,Employee Cycle,employeecycle.com,twitter.com/EmployeeCycle,linkedin.com/company/employee-cycle,crunchbase.com/organization/employee-cycle,Philadelphia,info@employeecycle.com
806,Every Mother,every-mother.com,twitter.com/Every__Mother,linkedin.com/company/every-mother,crunchbase.com/organization/every-mother,Brooklyn,support@everymother.com
807,LegitFit,legitfit.com,twitter.com/LegitFitcom,linkedin.com/company/legit-fit1,crunchbase.com/organization/legit-fit,Cork,hello@legitfit.com
808,MemoryWell,memorywell.com,twitter.com/MemoryWell,linkedin.com/company/thememorywell,crunchbase.com/organization/memorywell,Washington,hello@memorywell.com
809,Sourcery.AI,sourcery.ai,twitter.com/SourceryAI,linkedin.com/company/sourcery-ai,crunchbase.com/organization/sourcery-9141,London,info@sourcery.ai
810,Yonder,newknowledge.io,twitter.com/therealyonder,linkedin.com/company/yonderhq,crunchbase.com/organization/popily,Austin,hello@yonder.io
811,Peerby,peerby.com,twitter.com/peerby,linkedin.com/company/2459488,crunchbase.com/organization/peerby,Amsterdam,info@peerby.com
812,Blink Identity,blinkidentity.com,twitter.com/blink_identity,linkedin.com/company/27217122,crunchbase.com/organization/blink-identity,Austin,info@blinkidentity.com
813,StoryTap,storytap.com,twitter.com/storytapvideo,linkedin.com/company/storytapvideo,crunchbase.com/organization/storytap,Port Coquitlam,hello@storytap.com
814,Koomi POS,koomi.com,twitter.com/KoomiPOS,linkedin.com/company/myr-pos,crunchbase.com/organization/crunchbase_Koomi,MontrÃ©al,info@koomi.com
815,Gravel AI,gravelai.com,NaN,linkedin.com/company/gravel-ai,crunchbase.com/organization/gravel-ai,London,contact@gravel.ai
816,Team Wildfire,teamwildfire.com,NaN,linkedin.com/company/teamwildfire,crunchbase.com/organization/team-wildfire,Boulder,info@teamwildfire.com
817,gameSense Sports,gamesensesports.com,twitter.com/GameSenseSports,linkedin.com/company/gamesense-sports,crunchbase.com/organization/gamesense-sports,Denver,info@gamesensesports.com
